EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Coryphaenoides myersi,Coryphaenoides myersi,Coryphaenoides myersi,Coryphaenoides myersi,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Coryphaenoides nasutus,Coryphaenoides nasutus,Coryphaenoides nasutus,Coryphaenoides nasutus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides oreinos,Coryphaenoides oreinos,Coryphaenoides oreinos,"Coryphaenoides oreinos Iwamoto & Sazonov, 1988",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides orthogrammus,Coryphaenoides orthogrammus,Coryphaenoides orthogrammus,"Coryphaenoides orthogrammus (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides paramarshalli,Coryphaenoides paramarshalli,Coryphaenoides paramarshalli,Coryphaenoides paramarshalli,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides profundicolus,Coryphaenoides profundicolus,Coryphaenoides profundicolus,Coryphaenoides profundicolus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides rudis,Coryphaenoides rudis,Coryphaenoides rudis,Coryphaenoides rudis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides rupestris,Coryphaenoides rupestris,Coryphaenoides rupestris,Coryphaenoides rupestris,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides semiscaber,Coryphaenoides semiscaber,Coryphaenoides semiscaber,Coryphaenoides semiscaber,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides serrulatus,Coryphaenoides serrulatus,Coryphaenoides serrulatus,Coryphaenoides serrulatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides sibogae,NA,Coryphaenoides sibogae,"Coryphaenoides sibogae Weber & de Beaufort, 1929",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides soyoae,NA,Coryphaenoides soyoae,"Coryphaenoides soyoae Nakayama & Endo, 2016",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides acrolepis,Coryphaenoides spinulosus,Coryphaenoides spinulosus,Coryphaenoides acrolepis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides striaturus,Coryphaenoides striaturus,Coryphaenoides striaturus,Coryphaenoides striaturus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides subserrulatus,Coryphaenoides subserrulatus,Coryphaenoides subserrulatus,Coryphaenoides subserrulatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides thelestomus,Coryphaenoides thelestomus,Coryphaenoides thelestomus,"Coryphaenoides thelestomus Maul, 1951",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Coryphaenoides tydemani,Coryphaenoides tydemani,Coryphaenoides tydemani,"Coryphaenoides tydemani (Weber, 1913)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides woodmasoni,Coryphaenoides woodmasoni,Coryphaenoides woodmasoni,"Coryphaenoides woodmasoni (Alcock, 1890)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides yaquinae,Coryphaenoides yaquinae,Coryphaenoides yaquinae,Coryphaenoides yaquinae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Coryphaenoides zaniophorus,Coryphaenoides zaniophorus,Coryphaenoides zaniophorus,Coryphaenoides zaniophorus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Cynomacrurus piriei,Cynomacrurus piriei,Cynomacrurus piriei,Cynomacrurus piriei,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Echinomacrurus mollis,Echinomacrurus mollis,Echinomacrurus mollis,"Echinomacrurus mollis Roule, 1916",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Pseudonezumia occidentalis,Echinomacrurus occidentalis,Echinomacrurus occidentalis,NA,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Eeyorius hutchinsi,Eeyorius hutchinsi,Eeyorius hutchinsi,"Eeyorius hutchinsi Paulin, 1986",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Eleginus gracilis,Eleginus gracilis,Eleginus gracilis,Eleginus gracilis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Eleginus nawaga,Eleginus nawaga,Eleginus nawaga,"Eleginus nawaga (Walbaum, 1792)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Enchelyopus cimbrius,Enchelyopus cimbrius,Enchelyopus cimbrius,Enchelyopus cimbrius,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Eretmophorus kleinenbergi,Eretmophorus kleinenbergi,Eretmophorus kleinenbergi,"Eretmophorus kleinenbergi Giglioli, 1889",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Euclichthys polynemus,Euclichthys polynemus,Euclichthys polynemus,Euclichthys polynemus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella brocca,Gadella brocca,Gadella brocca,Gadella brocca,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella dancoheni,Gadella dancoheni,Gadella dancoheni,"Gadella dancoheni Sazonov & Shcherbachev, 2000",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella edelmanni,Gadella edelmanni,Gadella edelmanni,"Gadella edelmanni (Brauer, 1906)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella filifer,Gadella filifer,Gadella filifer,"Gadella filifer (Garman, 1899)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella imberbis,Gadella imberbis,Gadella imberbis,Gadella imberbis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadella jordani,Gadella jordani,Gadella jordani,Gadella jordani,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella macrura,Gadella macrura,Gadella macrura,"Gadella macrura Sazonov & Shcherbachev, 2000",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella maraldi,Gadella maraldi,Gadella maraldi,"Gadella maraldi (Risso, 1810)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadella molokaiensis,Gadella molokaiensis,Gadella molokaiensis,"Gadella molokaiensis Paulin, 1989",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella jordani,Gadella norops,Gadella norops,Gadella jordani,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella obscurus,Gadella obscurus,Gadella obscurus,"Gadella obscurus (Parin, 1984)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadella svetovidovi,NA,Gadella svetovidovi,"Gadella svetovidovi Trunov, 1992",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Gadella thysthlon,Gadella thysthlon,Gadella thysthlon,Gadella thysthlon,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadiculus argenteus,Gadiculus argenteus,Gadiculus argenteus,Gadiculus argenteus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadiculus argenteus,Gadiculus thori,Gadiculus thori,Gadiculus argenteus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadomus aoteanus,Gadomus aoteanus,Gadomus aoteanus,Gadomus aoteanus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus arcuatus,Gadomus arcuatus,Gadomus arcuatus,Gadomus arcuatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadomus capensis,Gadomus capensis,Gadomus capensis,"Gadomus capensis (Gilchrist & von Bonde, 1924)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadomus colletti,Gadomus colletti,Gadomus colletti,Gadomus colletti,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus denticulatus,Gadomus denticulatus,Gadomus denticulatus,Gadomus denticulatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus dispar,Gadomus dispar,Gadomus dispar,Gadomus dispar,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadomus filamentosus,Gadomus filamentosus,Gadomus filamentosus,"Gadomus filamentosus (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus introniger,Gadomus introniger,Gadomus introniger,Gadomus introniger,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus longifilis,Gadomus longifilis,Gadomus longifilis,Gadomus longifilis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadomus magnifilis,Gadomus magnifilis,Gadomus magnifilis,Gadomus magnifilis Gilbert & Hubbs,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus melanopterus,Gadomus melanopterus,Gadomus melanopterus,Gadomus melanopterus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus multifilis,Gadomus multifilis,Gadomus multifilis,"Gadomus multifilis (Günther, 1887)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadomus pepperi,Gadomus pepperi,Gadomus pepperi,"Gadomus pepperi Iwamoto & Williams, 1999",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Gadus chalcogrammus,Gadus chalcogrammus,Gadus chalcogrammus,Gadus chalcogrammus,NA,NA,NA,G,,FALSE,TRUE,FALSE,TRUE
Gadus macrocephalus,Gadus macrocephalus,Gadus macrocephalus,Gadus macrocephalus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gadus morhua,Gadus morhua,Gadus morhua,Gadus morhua,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus argentatus,Gaidropsarus argentatus,Gaidropsarus argentatus,Gaidropsarus argentatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus macrophthalmus,Gaidropsarus biscayensis,Gaidropsarus biscayensis,Gaidropsarus macrophthalmus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus capensis,Gaidropsarus capensis,Gaidropsarus capensis,"Gaidropsarus capensis (Kaup, 1858)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus ensis,Gaidropsarus ensis,Gaidropsarus ensis,Gaidropsarus ensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus granti,Gaidropsarus granti,Gaidropsarus granti,Gaidropsarus granti,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus mediterraneus,Gaidropsarus guttatus,Gaidropsarus guttatus,Gaidropsarus mediterraneus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus insularum,Gaidropsarus insularum,Gaidropsarus insularum,"Gaidropsarus insularum Sivertsen, 1945",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus macrophthalmus,Gaidropsarus macrophthalmus,Gaidropsarus macrophthalmus,Gaidropsarus macrophthalmus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus mediterraneus,Gaidropsarus mediterraneus,Gaidropsarus mediterraneus,Gaidropsarus mediterraneus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Gaidropsarus novaezealandiae,Gaidropsarus novaezealandiae,Gaidropsarus novaezealandiae,Gaidropsarus novaezealandiae,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Gaidropsarus pakhorukovi,NA,Gaidropsarus pakhorukovi,"Gaidropsarus pakhorukovi Shcherbachev, 1995",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Gaidropsarus parini,Gaidropsarus parini,Gaidropsarus parini,"Gaidropsarus parini Svetovidov, 1986",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Gaidropsarus vulgaris,Gaidropsarus vulgaris,Gaidropsarus vulgaris,Gaidropsarus vulgaris,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Guttigadus globiceps,Guttigadus globiceps,Guttigadus globiceps,Guttigadus globiceps,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Guttigadus globosus,Guttigadus globosus,Guttigadus globosus,"Guttigadus globosus (Paulin, 1986)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Guttigadus kongi,Guttigadus kongi,Guttigadus kongi,Guttigadus kongi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Guttigadus latifrons,Guttigadus latifrons,Guttigadus latifrons,Guttigadus latifrons,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Guttigadus nudicephalus,Guttigadus nudicephalus,Guttigadus nudicephalus,Guttigadus nudicephalus,NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Guttigadus nudirostre,NA,Guttigadus nudirostre,"Guttigadus nudirostre (Trunov, 1990)",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Guttigadus squamirostris,NA,Guttigadus squamirostre,Guttigadus squamirostre,NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Halargyreus johnsonii,Halargyreus johnsonii,Halargyreus johnsonii,Halargyreus johnsonii,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Haplomacrourus nudirostris,Haplomacrourus nudirostris,Haplomacrourus nudirostris,"Haplomacrourus nudirostris Trunov, 1980",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Hymenocephalus aeger,Hymenocephalus aeger,Hymenocephalus aeger,Hymenocephalus aeger Gilbert & Hubbs 1920,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus antraeus,Hymenocephalus antraeus,Hymenocephalus antraeus,Hymenocephalus antraeus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus aterrimus,Hymenocephalus aterrimus,Hymenocephalus aterrimus,Hymenocephalus aterrimus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Hymenocephalus barbatulus,NA,Hymenocephalus barbatulus,"Hymenocephalus barbatulus Gilbert & Hubbs, 1920",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus billsam,Hymenocephalus billsam,Hymenocephalus billsam,Hymenocephalus billsam,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Hymenocephalus fuscus,Hymenocephalus fuscus,Hymenocephalus fuscus,Hymenocephalus fuscus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus grimaldii,Hymenocephalus grimaldii,Hymenocephalus grimaldii,Hymenocephalus grimaldii,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus hachijoensis,Hymenocephalus hachijoensis,Hymenocephalus hachijoensis,"Hymenocephalus hachijoensis Okamura, 1970",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus heterolepis,Hymenocephalus heterolepis,Hymenocephalus heterolepis,"Hymenocephalus heterolepis (Alcock, 1889)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus italicus,Hymenocephalus italicus,Hymenocephalus italicus,Hymenocephalus italicus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Hymenocephalus iwamotoi,NA,Hymenocephalus iwamotoi,"Hymenocephalus iwamotoi Schwarzhans, 2014",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus lethonemus,Hymenocephalus lethonemus,Hymenocephalus lethonemus,Hymenocephalus lethonemus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus longibarbis,Hymenocephalus longibarbis,Hymenocephalus longibarbis,Hymenocephalus longibarbis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus longiceps,Hymenocephalus longiceps,Hymenocephalus longiceps,Hymenocephalus longiceps,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus longipes,Hymenocephalus longipes,Hymenocephalus longipes,Hymenocephalus longipes,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus maculicaudus,Hymenocephalus maculicaudus,Hymenocephalus maculicaudus,Hymenocephalus maculicaudus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus megalops,Hymenocephalus megalops,Hymenocephalus megalops,Hymenocephalus megalops,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus nascens,Hymenocephalus nascens,Hymenocephalus nascens,Hymenocephalus nascens,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus neglectissimus,Hymenocephalus neglectissimus,Hymenocephalus neglectissimus,Hymenocephalus neglectissimus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus nesaeae,Hymenocephalus nesaeae,Hymenocephalus nesaeae,Hymenocephalus nesaeae merrett,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus papyraceus,NA,Hymenocephalus papyraceus,Hymenocephalus papyraceus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus punt,NA,Hymenocephalus punt,Hymenocephalus punt,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus sazonovi,NA,Hymenocephalus sazonovi,"Hymenocephalus sazonovi Schwarzhans, 2014",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus semipellucidus,Hymenocephalus semipellucidus,Hymenocephalus semipellucidus,Hymenocephalus semipellucidus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus striatissimus,Hymenocephalus striatissimus,Hymenocephalus striatissimus,Hymenocephalus striatissimus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus striatulus,Hymenocephalus striatulus,Hymenocephalus striatulus,Hymenocephalus striatulus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus torvus,Hymenocephalus torvus,Hymenocephalus torvus,Hymenocephalus torvus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenocephalus yamasakiorum,NA,Hymenocephalus yamasakiorum,"Hymenocephalus yamasakiorum Nakayama, Endo & Schwarzhans, 2015",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Hymenogadus gracilis,Hymenogadus gracilis,Hymenogadus gracilis,Hymenogadus gracilis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Hymenocephalus tenuis,Hymenocephalus tenuis,Hymenogadus tenuis,Hymenocephalus tenuis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Idiolophorhynchus andriashevi,Idiolophorhynchus andriashevi,Idiolophorhynchus andriashevi,Idiolophorhynchus andriashevi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kumba calvifrons,NA,Kumba calvifrons,"Kumba calvifrons Iwamoto & Sazonov, 1994",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Kumba dentoni,NA,Kumba dentoni,"Kumba dentoni Marshall, 1973",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Kumba gymnorhynchus,Kumba gymnorhynchus,Kumba gymnorhynchus,Kumba gymnorhynchus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kumba hebetata,Kumba hebetata,Kumba hebetata,"Kumba hebetata (Gilbert, 1905)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kumba japonica,Kumba japonica,Kumba japonica,"Kumba japonica (Matsubara, 1943)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kumba maculisquama,NA,Kumba maculisquama,"Kumba maculisquama (Trunov, 1981)",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Kumba musorstom,Kumba musorstom,Kumba musorstom,Kumba musorstom,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kumba punctulata,Kumba punctulata,Kumba punctulata,Kumba punctulata,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kuronezumia bubonis,Kuronezumia bubonis,Kuronezumia bubonis,"Kuronezumia bubonis (Iwamoto, 1974)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Kuronezumia leonis,Kuronezumia leonis,Kuronezumia leonis,"Kuronezumia leonis (Barnard, 1925)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Kuronezumia macronema,Kuronezumia macronema,Kuronezumia macronema,"Kuronezumia macronema (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kuronezumia paepkei,Kuronezumia paepkei,Kuronezumia paepkei,"Kuronezumia paepkei Shcherbachev, Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Kuronezumia pallida,Kuronezumia pallida,Kuronezumia pallida,"Kuronezumia pallida Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema barbatulum,Laemonema barbatulum,Laemonema barbatulum,Laemonema barbatulum,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema compressicauda,Laemonema compressicauda,Laemonema compressicauda,"Laemonema compressicauda (Gilchrist, 1903)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema filodorsale,Laemonema filodorsale,Laemonema filodorsale,"Laemonema filodorsale Okamura, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema goodebeanorum,Laemonema goodebeanorum,Laemonema goodebeanorum,Laemonema goodebeanorum,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema gracillipes,Laemonema gracillipes,Laemonema gracillipes,"Laemonema gracillipes Garman, 1899",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema laureysi,Laemonema laureysi,Laemonema laureysi,Laemonema laureysi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema longipes,Laemonema longipes,Laemonema longipes,Laemonema longipes,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema macronema,Laemonema macronema,Laemonema macronema,Laemonema macronema infrasp. melendez,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema melanurum,Laemonema melanurum,Laemonema melanurum,"Laemonema melanurum Goode & Bean, 1896",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema modestum,Laemonema modestum,Laemonema modestum,"Laemonema modestum (Franz, 1910)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Guttigadus nana,Laemonema nana,Laemonema nana,"Guttigadus nana (Taki, 1953)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Guttigadus nana,NA,Laemonema nana,"Guttigadus nana (Taki, 1953)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema rhodochir,Laemonema rhodochir,Laemonema rhodochir,Laemonema rhodochir,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema robustum,Laemonema robustum,Laemonema robustum,Laemonema robustum,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema verecundum,Laemonema verecundum,Laemonema verecundum,"Laemonema verecundum (Jordan & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Laemonema yarrellii,Laemonema yarrellii,Laemonema yarrellii,"Laemonema yarrellii (Lowe, 1838)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Laemonema yuvto,Laemonema yuvto,Laemonema yuvto,"Laemonema yuvto Parin & Sazonov, 1990",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lepidion capensis,Lepidion capensis,Lepidion capensis,Lepidion capensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion capensis,Lepidion ensiferus,Lepidion ensiferus,Lepidion capensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion lepidion,Lepidion eques,Lepidion eques,Lepidion lepidion,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion guentheri,Lepidion guentheri,Lepidion guentheri,Lepidion guentheri,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion inosimae,Lepidion inosimae,Lepidion inosimae,Lepidion inosimae,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lepidion lepidion,Lepidion lepidion,Lepidion lepidion,Lepidion lepidion,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion microcephalus,Lepidion microcephalus,Lepidion microcephalus,Lepidion microcephalus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lepidion natalensis,Lepidion natalensis,Lepidion natalensis,Lepidion natalensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidion schmidti,Lepidion schmidti,Lepidion schmidti,Lepidion schmidti,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lepidorhynchus denticulatus,Lepidorhynchus denticulatus,Lepidorhynchus denticulatus,Lepidorhynchus denticulatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lota lota,Lota lota,Lota lota,Lota lota,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lotella fernandeziana,Lotella fernandeziana,Lotella fernandeziana,Lotella fernandeziana,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lotella phycis,Lotella phycis,Lotella phycis,Lotella phycis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lotella rhacina,Lotella rhacina,Lotella rhacina,Lotella rhacina,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lotella tosaensis,Lotella tosaensis,Lotella tosaensis,Lotella tosaensis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus acrolophus,Lucigadus acrolophus,Lucigadus acrolophus,Lucigadus acrolophus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus borealis,NA,Lucigadus borealis,Lucigadus borealis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus lucifer,Lucigadus lucifer,Lucigadus lucifer,"Lucigadus lucifer (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus microlepis,Lucigadus microlepis,Lucigadus microlepis,"Lucigadus microlepis (Günther, 1878)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus nigromaculatus,Lucigadus nigromaculatus,Lucigadus nigromaculatus,Lucigadus nigromaculatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lucigadus nigromarginatus,Lucigadus nigromarginatus,Lucigadus nigromarginatus,Lucigadus nigromarginatus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lucigadus ori,Lucigadus ori,Lucigadus ori,Lucigadus ori,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lucigadus potronus,NA,Lucigadus potronus,"Lucigadus potronus (Pequeño, 1971)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Lyconodes argenteus,NA,Lyconodes argenteus,"Lyconodes argenteus Gilchrist, 1922",NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
Lyconus brachycolus,Lyconus brachycolus,Lyconus brachycolus,Lyconus brachycolus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Lyconus pinnatus,Lyconus pinnatus,Lyconus pinnatus,Lyconus pinnatus,NA,NA,NA,G,,TRUE,FALSE,FALSE,TRUE
