EschmeyerName,OBISChecklist,FBName,GBIFnames,GBIF Synonym,SplitFrom,SplitYear,Group,Notes,fbATLPresent,OBIS_atlPresent,fbOBagree,isAtlantic
Pseudonezumia japonicus,Pseudonezumia japonicus,Pseudonezumia japonicus,"Pseudonezumia japonicus Okamura, 1970",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudonezumia parvipes,Pseudonezumia parvipes,Pseudonezumia parvipes,"Pseudonezumia parvipes (Smith & Radcliffe, 1912)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudonezumia pusilla,Pseudonezumia pusilla,Pseudonezumia pusilla,"Pseudonezumia pusilla (Sazonov & Shcherbachev, 1982)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudophycis bachus,Pseudophycis bachus,Pseudophycis bachus,Pseudophycis bachus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudophycis barbata,Pseudophycis barbata,Pseudophycis barbata,Pseudophycis barbata,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Pseudophycis breviuscula,Pseudophycis breviuscula,Pseudophycis breviuscula,Pseudophycis breviuscula,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Raniceps raninus,Raniceps raninus,Raniceps raninus,Raniceps raninus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Rhynchogadus hepaticus,Rhynchogadus hepaticus,Rhynchogadus hepaticus,Rhynchogadus hepaticus Facciola 1884,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Salilota australis,Salilota australis,Salilota australis,Salilota australis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Sphagemacrurus decimalis,Sphagemacrurus decimalis,Sphagemacrurus decimalis,"Sphagemacrurus decimalis (Gilbert & Hubbs, 1920)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Sphagemacrurus gibber,Sphagemacrurus gibber,Sphagemacrurus gibber,"Sphagemacrurus gibber (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Sphagemacrurus grenadae,Sphagemacrurus grenadae,Sphagemacrurus grenadae,"Sphagemacrurus grenadae (Parr, 1946)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Sphagemacrurus hirundo,Sphagemacrurus hirundo,Sphagemacrurus hirundo,Sphagemacrurus hirundo,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Sphagemacrurus pumiliceps,Sphagemacrurus pumiliceps,Sphagemacrurus pumiliceps,"Sphagemacrurus pumiliceps (Alcock, 1894)",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Sphagemacrurus richardi,Sphagemacrurus richardi,Sphagemacrurus richardi,"Sphagemacrurus richardi (Weber, 1913)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Spicomacrurus adelscotti,Spicomacrurus adelscotti,Spicomacrurus adelscotti,"Spicomacrurus adelscotti (Iwamoto & Merrett, 1997)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Spicomacrurus dictyogadus,NA,Spicomacrurus dictyogadus,Spicomacrurus dictyogadus dictyogadus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Spicomacrurus kuronumai,Spicomacrurus kuronumai,Spicomacrurus kuronumai,"Spicomacrurus kuronumai (Kamohara, 1938)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Spicomacrurus mccoskeri,NA,Spicomacrurus mccoskeri,Spicomacrurus mccoskeri,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Squalogadus modificatus,Squalogadus modificatus,Squalogadus modificatus,Squalogadus modificatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Steindachneria argentea,Steindachneria argentea,Steindachneria argentea,Steindachneria argentea,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Svetovidovia lucullus,NA,Svetovidovia lucullus,"Svetovidovia lucullus (A.S.Jensen, 1953)",NA,NA,NA,G,,TRUE,FALSE,FALSE,FALSE
Gadus chalcogrammus,Gadus chalcogrammus,Theragra finnmarchica,Gadus chalcogrammus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trachonurus gagates,Trachonurus gagates,Trachonurus gagates,Trachonurus gagates,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachonurus robinsi,Trachonurus robinsi,Trachonurus robinsi,Trachonurus robinsi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachonurus sentipellis,Trachonurus sentipellis,Trachonurus sentipellis,Trachonurus sentipellis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachonurus sulcatus,Trachonurus sulcatus,Trachonurus sulcatus,Trachonurus sulcatus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trachonurus villosus,Trachonurus villosus,Trachonurus villosus,"Trachonurus villosus (Günther, 1877)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trachonurus yiwardaus,Trachonurus yiwardaus,Trachonurus yiwardaus,Trachonurus yiwardaus,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachyrincus aphyodes,Trachyrincus aphyodes,Trachyrincus aphyodes,Trachyrincus aphyodes,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachyrincus helolepis,Trachyrincus helolepis,Trachyrincus helolepis,"Trachyrincus helolepis Gilbert, 1892",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Trachyrincus longirostris,Trachyrincus longirostris,Trachyrincus longirostris,Trachyrincus longirostris,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Trachyrincus murrayi,Trachyrincus murrayi,Trachyrincus murrayi,Trachyrincus murrayi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trachyrincus scabrus,Trachyrincus scabrus,Trachyrincus scabrus,Trachyrincus scabrus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trachyrincus villegai,Trachyrincus villegai,Trachyrincus villegai,"Trachyrincus villegai Pequeño, 1971",NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Tripterophycis gilchristi,Tripterophycis gilchristi,Tripterophycis gilchristi,Tripterophycis gilchristi,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Tripterophycis svetovidovi,Tripterophycis svetovidovi,Tripterophycis svetovidovi,"Tripterophycis svetovidovi Sazonov & Shcherbachev, 1986",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trisopterus capelanus,Trisopterus capelanus,Trisopterus capelanus,Trisopterus capelanus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trisopterus esmarkii,Trisopterus esmarkii,Trisopterus esmarkii,Trisopterus esmarkii,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trisopterus luscus,Trisopterus luscus,Trisopterus luscus,Trisopterus luscus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Trisopterus minutus,Trisopterus minutus,Trisopterus minutus,Trisopterus minutus,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis brasiliensis,Urophycis brasiliensis,Urophycis brasiliensis,Urophycis brasiliensis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis chuss,Urophycis chuss,Urophycis chuss,Urophycis chuss,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis cirrata,Urophycis cirrata,Urophycis cirrata,Urophycis cirrata,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis earllii,Urophycis earllii,Urophycis earllii,"Urophycis earllii (Bean, 1880)",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis floridana,Urophycis floridana,Urophycis floridana,Urophycis floridana,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis mystacea,Urophycis mystacea,Urophycis mystacea,Urophycis mystacea Ribeiro 1903,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis regia,Urophycis regia,Urophycis regia,Urophycis regia,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,Urophycis tenuis,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Ventrifossa atherodon,Ventrifossa atherodon,Ventrifossa atherodon,"Ventrifossa atherodon (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa ctenomelas,Ventrifossa ctenomelas,Ventrifossa ctenomelas,"Ventrifossa ctenomelas (Gilbert & Cramer, 1897)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa divergens,Ventrifossa divergens,Ventrifossa divergens,Ventrifossa divergens,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Ventrifossa misakia,Ventrifossa fusca,Ventrifossa fusca,"Ventrifossa misakia (Jordan & Gilbert, 1904)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa garmani,Ventrifossa garmani,Ventrifossa garmani,Ventrifossa garmani,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa gomoni,Ventrifossa gomoni,Ventrifossa gomoni,Ventrifossa gomoni,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa johnboborum,Ventrifossa johnboborum,Ventrifossa johnboborum,Ventrifossa johnboborum,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa longibarbata,Ventrifossa longibarbata,Ventrifossa longibarbata,Ventrifossa longibarbata,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa macrodon,Ventrifossa macrodon,Ventrifossa macrodon,Ventrifossa macrodon,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Ventrifossa macropogon,Ventrifossa macropogon,Ventrifossa macropogon,"Ventrifossa macropogon Marshall, 1973",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Ventrifossa macroptera,Ventrifossa macroptera,Ventrifossa macroptera,"Ventrifossa macroptera Okamura, 1982",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa misakia,Ventrifossa misakia,Ventrifossa misakia,"Ventrifossa misakia (Jordan & Gilbert, 1904)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa mucocephalus,Ventrifossa mucocephalus,Ventrifossa mucocephalus,"Ventrifossa mucocephalus Marshall, 1973",NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Ventrifossa mystax,Ventrifossa mystax,Ventrifossa mystax,Ventrifossa mystax,NA,NA,NA,G,,TRUE,TRUE,TRUE,TRUE
Ventrifossa nasuta,Ventrifossa nasuta,Ventrifossa nasuta,Ventrifossa nasuta,NA,NA,NA,G,,FALSE,TRUE,FALSE,FALSE
Ventrifossa nigrodorsalis,Ventrifossa nigrodorsalis,Ventrifossa nigrodorsalis,Ventrifossa nigrodorsalis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa obtusirostris,Ventrifossa obtusirostris,Ventrifossa obtusirostris,"Ventrifossa obtusirostris Sazonov & Iwamoto, 1992",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa paxtoni,Ventrifossa paxtoni,Ventrifossa paxtoni,Ventrifossa paxtoni,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa petersonii,Ventrifossa petersonii,Ventrifossa petersonii,"Ventrifossa petersonii (Alcock, 1891)",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa rhipidodorsalis,Ventrifossa rhipidodorsalis,Ventrifossa rhipidodorsalis,Ventrifossa rhipidodorsalis,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa saikaiensis,Ventrifossa saikaiensis,Ventrifossa saikaiensis,"Ventrifossa saikaiensis Okamura, 1984",NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa sazonovi,Ventrifossa sazonovi,Ventrifossa sazonovi,Ventrifossa sazonovi,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa teres,Ventrifossa teres,Ventrifossa teres,Ventrifossa teres,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ventrifossa vinolenta,Ventrifossa vinolenta,Ventrifossa vinolenta,Ventrifossa vinolenta,NA,NA,NA,G,,FALSE,FALSE,TRUE,FALSE
Ablennes hians,Ablennes hians,Ablennes hians,Ablennes hians,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Adrianichthys kruyti,NA,Adrianichthys kruyti,"Adrianichthys kruyti Weber, 1913",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Adrianichthys oophorus,NA,Adrianichthys oophorus,Adrianichthys oophorus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Adrianichthys poptae,NA,Adrianichthys poptae,Adrianichthys poptae,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Adrianichthys roseni,NA,Adrianichthys roseni,Adrianichthys roseni Parenti,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Arrhamphus sclerolepis,Arrhamphus sclerolepis,Arrhamphus krefftii,Arrhamphus sclerolepis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Arrhamphus sclerolepis,Arrhamphus sclerolepis,Arrhamphus sclerolepis,Arrhamphus sclerolepis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Belone belone,Belone belone,Belone belone,Belone belone belone,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Belone acus,NA,Belone belone,"Belone acus Risso, 1827",NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Belone belone,NA,Belone euxini,Belone belone belone,NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Belone svetovidovi,Belone svetovidovi,Belone svetovidovi,Belone svetovidovi,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Belonion apodion,NA,Belonion apodion,Belonion apodion,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Belonion dibranchodon,NA,Belonion dibranchodon,Belonion dibranchodon,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon abei,Cheilopogon abei,Cheilopogon abei,Cheilopogon abei,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon agoo,Cheilopogon agoo,Cheilopogon agoo,Cheilopogon agoo,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon altipennis,NA,Cheilopogon altipennis,Cheilopogon altipennis,NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Cheilopogon arcticeps,Cheilopogon arcticeps,Cheilopogon arcticeps,Cheilopogon arcticeps,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon atrisignis,Cheilopogon atrisignis,Cheilopogon atrisignis,Cheilopogon atrisignis,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Cheilopogon cyanopterus,Cypselurus bahiensis,Cheilopogon cyanopterus,Cheilopogon cyanopterus,NA,NA,NA,B,,TRUE,FALSE,FALSE,TRUE
Cheilopogon cyanopterus,Cheilopogon cyanopterus,Cheilopogon cyanopterus,Cheilopogon cyanopterus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon doederleinii,Cheilopogon doederleinii,Cheilopogon doederleinii,Cheilopogon doederleinii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon dorsomacula,Cheilopogon dorsomacula,Cheilopogon dorsomacula,Cheilopogon dorsomacula,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Cheilopogon exsiliens,Cheilopogon exsiliens,Cheilopogon exsiliens,Cheilopogon exsiliens,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon unicolor,Cheilopogon antoncichi,Cheilopogon furcatus,Cheilopogon unicolor,NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Cheilopogon furcatus,Cheilopogon furcatus,Cheilopogon furcatus,Cheilopogon furcatus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon heterurus,Cheilopogon heterurus,Cheilopogon heterurus,Cheilopogon heterurus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon hubbsi,Cheilopogon hubbsi,Cheilopogon hubbsi,"Cheilopogon hubbsi (Parin, 1961)",NA,NA,NA,B,,TRUE,FALSE,FALSE,FALSE
Cheilopogon intermedius,Cheilopogon intermedius,Cheilopogon intermedius,Cheilopogon intermedius,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon katoptron,Cheilopogon katoptron,Cheilopogon katoptron,Cheilopogon katoptron,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon melanurus,Cheilopogon melanurus,Cheilopogon melanurus,Cheilopogon melanurus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon milleri,Cheilopogon milleri,Cheilopogon milleri,"Cheilopogon milleri (Gibbs & Staiger, 1970)",NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon nigricans,Cheilopogon nigricans,Cheilopogon nigricans,Cheilopogon nigricans,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cheilopogon olgae,Cheilopogon olgae,Cheilopogon olgae,"Cheilopogon olgae Parin, 2009",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon papilio,Cheilopogon papilio,Cheilopogon papilio,"Cheilopogon papilio (Clark, 1936)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,NA,NA,NA,B,,NA,TRUE,NA,TRUE
Cheilopogon pitcairnensis,NA,Cheilopogon pitcairnensis,Cheilopogon pitcairnensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon rapanouiensis,NA,Cheilopogon rapanouiensis,"Cheilopogon rapanouiensis Parin, 1961",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon spilopterus,Cheilopogon spilopterus,Cheilopogon spilopterus,"Cheilopogon spilopterus (Valenciennes, 1847)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon suttoni,Cheilopogon suttoni,Cheilopogon suttoni,Cheilopogon suttoni,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon unicolor,Cheilopogon unicolor,Cheilopogon unicolor,Cheilopogon unicolor,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon ventralis,NA,Cheilopogon ventralis,"Cheilopogon ventralis (Nichols & Breder, 1935)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon xenopterus,Cheilopogon xenopterus,Cheilopogon xenopterus,Cheilopogon xenopterus,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Chriodorus atherinoides,Chriodorus atherinoides,Chriodorus atherinoides,Chriodorus atherinoides,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cololabis adocetus,Cololabis adocetus,Cololabis adocetus,Cololabis adocetus,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Cololabis saira,Cololabis saira,Cololabis saira,Cololabis saira,NA,NA,NA,B,,FALSE,TRUE,FALSE,FALSE
Cypselurus angusticeps,Cypselurus angusticeps,Cypselurus angusticeps,Cypselurus angusticeps,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus callopterus,Cypselurus callopterus,Cypselurus callopterus,Cypselurus callopterus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus comatus,Cypselurus comatus,Cypselurus comatus,"Cypselurus comatus (Mitchill, 1815)",NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Cypselurus hexazona,Cypselurus hexazona,Cypselurus hexazona,Cypselurus hexazona,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus hiraii,Cypselurus hiraii,Cypselurus hiraii,Cypselurus hiraii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cheilopogon unicolor,NA,Cypselurus longibarbus,Cheilopogon unicolor,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus naresii,Cypselurus naresii,Cypselurus naresii,Cypselurus naresii,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus oligolepis,Cypselurus oligolepis,Cypselurus oligolepis,Cypselurus oligolepis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus opisthopus,Cypselurus opisthopus,Cypselurus opisthopus,Cypselurus opisthopus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus poecilopterus,Cypselurus poecilopterus,Cypselurus poecilopterus,Cypselurus poecilopterus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus simus,Cypselurus simus,Cypselurus simus,"Cypselurus simus (Valenciennes, 1847)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Cypselurus starksi,Cypselurus starksi,Cypselurus starksi,Cypselurus starksi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys bispina,NA,Dermogenys bispina,Dermogenys bispina,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys brachynotopterus,Dermogenys brachynotopterus,Dermogenys brachynotopterus,"Dermogenys brachynotopterus (Bleeker, 1853)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys bruneiensis,Dermogenys bruneiensis,Dermogenys bruneiensis,Dermogenys bruneiensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys burmanica,NA,Dermogenys burmanica,Dermogenys burmanica,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys collettei,NA,Dermogenys collettei,Dermogenys collettei,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys orientalis,NA,Dermogenys montana,"Dermogenys orientalis (Weber, 1894)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys orientalis,Dermogenys orientalis,Dermogenys orientalis,"Dermogenys orientalis (Weber, 1894)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys palawanensis,NA,Dermogenys palawanensis,"Dermogenys palawanensis Meisner, 2001",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys pusilla,Dermogenys pusilla,Dermogenys pusilla,Dermogenys pusilla,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys robertsi,NA,Dermogenys robertsi,Dermogenys robertsi,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys siamensis,Dermogenys siamensis,Dermogenys siamensis,Dermogenys siamensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys sumatrana,Dermogenys sumatrana,Dermogenys sumatrana,Dermogenys sumatrana,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Dermogenys vogti,NA,Dermogenys vogti,"Dermogenys vogti Brembach, 1982",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Euleptorhamphus velox,Euleptorhamphus velox,Euleptorhamphus velox,Euleptorhamphus velox,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Euleptorhamphus viridis,Euleptorhamphus viridis,Euleptorhamphus viridis,Euleptorhamphus viridis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Exocoetus gibbosus,Exocoetus gibbosus,Exocoetus gibbosus,Exocoetus gibbosus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Exocoetus monocirrhus,Exocoetus monocirrhus,Exocoetus monocirrhus,Exocoetus monocirrhus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Exocoetus obtusirostris,Exocoetus obtusirostris,Exocoetus obtusirostris,Exocoetus obtusirostris,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Exocoetus peruvianus,Exocoetus peruvianus,Exocoetus peruvianus,Exocoetus peruvianus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Exocoetus volitans,Exocoetus volitans,Exocoetus volitans,Exocoetus volitans,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Fodiator acutus,Fodiator acutus,Fodiator acutus,Fodiator acutus,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Fodiator rostratus,Fodiator rostratus,Fodiator rostratus,Fodiator rostratus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus archipelagicus,Hemiramphus archipelagicus,Hemiramphus archipelagicus,Hemiramphus archipelagicus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus balao,Hemiramphus balao,Hemiramphus balao,Hemiramphus balao,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hemiramphus bermudensis,Hemiramphus bermudensis,Hemiramphus bermudensis,Hemiramphus bermudensis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hemiramphus brasiliensis,Hemiramphus brasiliensis,Hemiramphus brasiliensis,Hemiramphus brasiliensis,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hemiramphus convexus,Hemiramphus convexus,Hemiramphus convexus,Hemiramphus convexus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus depauperatus,Hemiramphus depauperatus,Hemiramphus depauperatus,Hemiramphus depauperatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus far,Hemiramphus far,Hemiramphus far,Hemiramphus far,NA,NA,NA,B,,TRUE,TRUE,TRUE,TRUE
Hemiramphus lutkei,Hemiramphus lutkei,Hemiramphus lutkei,Hemiramphus lutkei,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus marginatus,Hemiramphus marginatus,Hemiramphus marginatus,Hemiramphus marginatus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus robustus,Hemiramphus robustus,Hemiramphus robustus,Hemiramphus robustus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemiramphus saltator,Hemiramphus saltator,Hemiramphus saltator,Hemiramphus saltator,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon byssus,NA,Hemirhamphodon byssus,Hemirhamphodon byssus,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon chrysopunctatus,NA,Hemirhamphodon chrysopunctatus,"Hemirhamphodon chrysopunctatus Brembach, 1978",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon kapuasensis,Hemirhamphodon kapuasensis,Hemirhamphodon kapuasensis,Hemirhamphodon kapuasensis,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon kecil,NA,Hemirhamphodon kecil,"Hemirhamphodon kecil Tan & Lim, 2013",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon kuekenthali,Hemirhamphodon kuekenthali,Hemirhamphodon kuekenthali,Hemirhamphodon kuekenthali,NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
Hemirhamphodon phaiosoma,NA,Hemirhamphodon phaiosoma,"Hemirhamphodon phaiosoma (Bleeker, 1852)",NA,NA,NA,B,,FALSE,FALSE,TRUE,FALSE
